Postal Code,VIN,Stock Num,MSRP,Year,Make,Model,Ext. Warranty Miles,Lender,Purchase Date,Sales Type,Purchase Type,Sale Price
62712-8647,KNAFK4A60F5371506,K28712,"$18,390.08 ",2015,KIA,FORTE,0,HEARTLAND CREDIT UNION,6/6/2015 0:00,Used Vehicle,Finance,"$18,390.08 "
62545-7907,4S4BRCLC6E3304215,44395,"$29,981.00 ",2014,SUBARU,OUTBACK 2.5I,100050,CEFCU,4/19/2014 0:00,Used Vehicle,Finance,"$29,981.00 "
62704-5443,2C4RDGBG2ER361824,25533,"$23,005.00 ",2014,DODGE TRUCK,GRAND CARAVAN,75000,CHRYSLER CAPITAL,5/10/2014 0:00,New Vehicle,Finance,"$23,005.00 "
62518,1C4RDJDG9JC232878,29720,"$51,704.00 ",2018,DODGE,DURANGO,0,CITIZENS ONE AUTO FINANCE,9/27/2018 0:00,New Vehicle,Finance,"$49,266.00 "
62703-2154,KNDPB3AC6F7698214,K28563,"$24,505.00 ",2015,KIA,SPORTAGE,100015,KIA MOTORS FINANCE,9/25/2014 0:00,Used Vehicle,Finance,"$24,505.00 "
62629,JN8AZ1MW5EW533551,K29521A,"$23,990.00 ",2014,NISSAN,MURANO,75000,CAPITAL ONE AUTO FINANCE,1/11/2018 0:00,Used Vehicle,Finance,"$21,762.00 "
62711,5XXGU4L37JG272982,K29673,$90.00 ,2018,KIA,OPTIMA,0,Hyundai Lease Titling Trust,9/26/2018 0:00,New Vehicle,Lease,"$27,763.00 "
62684,JF2SJAGC5FH407268,5159A,"$19,990.00 ",2015,SUBARU,FORESTER,0,,2/12/2019 0:00,Used Vehicle,Cash,"$17,986.00 "
62711,4S4BSAFC2J3338750,46150,"$31,831.00 ",2018,SUBARU,OUTBACK,49988,JP MORGAN CHASE BANK NA,6/11/2018 0:00,New Vehicle,Finance,"$29,625.00 "
62704,JF2GTAJC4JH244470,45934,"$27,989.00 ",2018,SUBARU,CROSSTREK,75000,CEFCU,12/4/2017 0:00,Used Vehicle,Finance,"$27,989.00 "
62553-8004,5XXGM4A7XDG241221,K28142,"$18,990.00 ",2013,KIA,OPTIMA,0,FIFTH THIRD BANK,10/3/2013 0:00,Used Vehicle,Finance,"$18,990.00 "
62704-3321,4S4WX9GD3D4400342,44041,"$33,786.00 ",2013,SUBARU,TRIBECA,75122,CONVERSION - DO NOT USE,4/3/2013 0:00,Used Vehicle,Cash,"$33,786.00 "
62634-7504,3C7WRSCJ3FG515565,26341,"$37,191.00 ",2015,RAM,3500 (6.4L),0,CONVERSION - DO NOT USE,2/15/2016 0:00,New Vehicle,Cash,"$37,191.00 "
62711,KNAFU5A23B5386783,K25854,"$19,674.00 ",2011,KIA,FORTE,0,KIA MOTORS FINANCE,4/25/2011 0:00,New Vehicle,Finance,"$19,674.00 "
62791-0946,4A3AK24F69E027645,35047,"$21,022.00 ",2009,MITSUBISHI,ECLIPSE,100000,MITSUBISHI MOTOR CREDIT OF AMERICA,12/17/2009 0:00,Used Vehicle,Finance,"$21,022.00 "
62711,JF1ZCAC13E9601758,44259,"$27,000.00 ",2014,SUBARU,BRZ,0,CONVERSION - DO NOT USE,12/13/2013 0:00,New Vehicle,Cash,"$27,000.00 "
62561-8210,1C4RDJAG8DC617728,24203,"$34,000.00 ",2013,DODGE TRUCK,DURANGO,0,CEFCU,4/27/2013 0:00,New Vehicle,Finance,"$34,000.00 "
62604,5XXGN4A72DG104206,K27637,"$27,375.00 ",2013,KIA,OPTIMA,100013,US BANK NA,8/17/2012 0:00,New Vehicle,Finance,"$27,375.00 "
62558,2C3CDXGJ9HH542301,29597A,"$39,990.00 ",2017,DODGE,CHARGER,0,CEFCU,4/12/2019 0:00,Used Vehicle,Finance,"$38,967.00 "
62704-6128,KNDJN2A26E7058758,K29339A,"$12,999.00 ",2014,KIA,SOUL,0,CEFCU,7/20/2017 0:00,Used Vehicle,Finance,"$11,790.00 "
62711-7082,3C4PDCAB4CT296393,23446,"$19,895.00 ",2012,DODGE,JOURNEY (2.4L),0,CONVERSION - DO NOT USE,4/6/2012 0:00,New Vehicle,Cash,"$19,895.00 "
62702-4696,JF1VA1A6XJ9824151,46067,"$28,616.00 ",2018,SUBARU,WRX,0,HEARTLAND CREDIT UNION,1/31/2018 0:00,Used Vehicle,Finance,"$27,292.00 "
62707-7434,KNDJP3A57G7860068,K29117,"$19,443.00 ",2016,KIA,SOUL,0,KIA MOTORS FINANCE,7/2/2016 0:00,Used Vehicle,Finance,"$19,443.00 "
62704-5223,5XYKT3A63CG303518,K3299A,"$25,675.00 ",2012,KIA,SORENTO,125000,KIA MOTORS FINANCE,4/21/2012 0:00,Used Vehicle,Finance,"$25,675.00 "
62707,1C4RDJDG7KC664581,2135M,"$50,409.00 ",2019,DODGE,DURANGO,0,,2/29/2020 0:00,Used Vehicle,Cash,"$40,990.00 "
62703,4S4WX82C464417775,S1120A,"$7,149.00 ",2006,SUBARU,B9 TRIBECA,0,PAC AUTO FINANCE,1/30/2020 0:00,Used Vehicle,Finance,"$7,149.00 "
62711,1FTFW1ET1CFA54457,29027B,"$26,990.00 ",2012,FORD,F-150,0,CEFCU,2/18/2017 0:00,Used Vehicle,Finance,"$23,756.00 "
62704-5822,1C6SRFJT2KN504511,20001,"$52,225.00 ",2019,RAM,1500 (5.7L),100000,,1/15/2019 0:00,New Vehicle,Cash,"$50,638.00 "
62704,KNDJT2A68C7463784,K27464,"$23,275.00 ",2012,KIA,SOUL,100000,KIA MOTORS FINANCE,5/16/2012 0:00,New Vehicle,Finance,"$23,275.00 "
62704,3D4GG57V69T579328,99526,"$17,974.00 ",2009,DODGE,JOURNEY,0,HEARTLAND CREDIT UNION,1/16/2010 0:00,Used Vehicle,Finance,"$17,974.00 "
62684-8059,4S4BSBNC0G3261814,45022,"$33,149.00 ",2016,SUBARU,OUTBACK WAGON,0,HEARTLAND CREDIT UNION,12/9/2015 0:00,New Vehicle,Finance,"$33,149.00 "
62711,JF2SJADC2FH552353,45689A,"$20,990.00 ",2015,SUBARU,FORESTER,0,,5/13/2017 0:00,Used Vehicle,Cash,"$19,000.00 "
62704,4S4BRCAC7A3360337,43103,"$25,010.00 ",2010,SUBARU,OUTBACK WAGON,0,JP MORGAN CHASE BANK NA,3/27/2010 0:00,New Vehicle,Finance,"$25,010.00 "
62628,1C6RR7LT7JS338245,29912,"$50,599.00 ",2018,RAM,1500 (5.7L),75000,HEARTLAND CREDIT UNION,1/31/2019 0:00,New Vehicle,Finance,"$52,094.00 "
62692,4S4BSAHC4K3228989,4093,"$33,281.00 ",2019,SUBARU,OUTBACK,0,,6/22/2019 0:00,New Vehicle,Cash,"$30,806.00 "
62704,4S4BSEKC3J3370412,46203,"$37,285.00 ",2018,SUBARU,OUTBACK,0,,6/8/2018 0:00,New Vehicle,Cash,"$34,077.00 "
62702-2067,2C4RDGCG7JR173471,29663,"$34,229.00 ",2018,DODGE,GRAND CARAVAN,75000,CEFCU,1/5/2018 0:00,New Vehicle,Finance,"$33,990.00 "
62704,JF2SHBBC1CH460165,43876,"$21,500.00 ",2012,SUBARU,FORESTER,0,CONVERSION - DO NOT USE,6/26/2012 0:00,New Vehicle,Cash,"$21,500.00 "
62707,1C6RR7NT6DS621611,20012A,"$27,990.00 ",2013,RAM,1500 (5.7L),36000,CEFCU,6/22/2018 0:00,Used Vehicle,Finance,"$26,513.00 "
62711,4S4BSANC7K3354722,5302,"$36,787.00 ",2019,SUBARU,OUTBACK,75000,,6/7/2019 0:00,New Vehicle,Cash,"$34,073.00 "
62640-1149,1C6RR7KT3GS219554,2107A,"$28,990.00 ",2016,RAM,1500 (5.7L),75000,ALLY FINANCIAL,4/27/2019 0:00,Used Vehicle,Finance,"$27,634.00 "
62712,1ZVFT84N775276837,45598A,"$8,038.00 ",2007,FORD,MUSTANG,36000,HEARTLAND CREDIT UNION,7/15/2017 0:00,Used Vehicle,Finance,"$8,038.00 "
62703,JF2SKAGC4KH562336,5401,"$30,038.00 ",2019,SUBARU,FORESTER,75000,CEFCU,8/10/2019 0:00,New Vehicle,Finance,"$28,127.00 "
62561,3KPF24AD5KE076093,K3254,"$20,785.00 ",2019,KIA,FORTE LXS,75000,PRESTIGE FINANCIAL SERVICES INC,6/24/2019 0:00,New Vehicle,Finance,"$20,285.00 "
62702-3590,4S4BSADC1H3401852,45696,"$30,804.00 ",2017,SUBARU,OUTBACK,0,JP MORGAN CHASE BANK NA,7/25/2017 0:00,Used Vehicle,Finance,"$28,830.00 "
62711,JF2SJABC4HH439073,45362,"$25,070.00 ",2017,SUBARU,FORESTER,100000,JP MORGAN CHASE BANK NA,9/28/2016 0:00,Used Vehicle,Finance,"$23,647.00 "
62034,JF2SKAWC4KH456776,5356A,"$36,945.00 ",2019,SUBARU,FORESTER,0,HEARTLAND CREDIT UNION,7/12/2019 0:00,Used Vehicle,Finance,"$33,500.00 "
62704,KNDJ23AU9L7008840,K3182,"$21,939.00 ",2020,KIA,SOUL,80000,KIA MOTORS FINANCE,5/2/2019 0:00,New Vehicle,Finance,"$21,356.00 "
62626-2002,3C4PDCBB3KT836555,2276,"$26,534.00 ",2019,DODGE,JOURNEY (2.4L),0,FLAGSHIP CREDIT ACCEPTANCE,10/9/2019 0:00,New Vehicle,Finance,"$31,600.00 "
62704-2426,JF2SHBBC7BH762736,43683,"$23,135.00 ",2011,SUBARU,FORESTER 2.5X,0,JP MORGAN CHASE BANK NA,7/23/2011 0:00,Used Vehicle,Finance,"$23,135.00 "
62711-6790,5XYKT4A60EG525135,K28921A,"$22,995.00 ",2014,KIA,SORENTO,0,HEARTLAND CREDIT UNION,10/3/2015 0:00,Used Vehicle,Finance,"$22,995.00 "
62522-8831,JF2SJAGC1JH467041,45869,"$30,082.00 ",2018,SUBARU,FORESTER,0,JP MORGAN CHASE BANK NA,11/2/2017 0:00,Used Vehicle,Finance,"$28,218.00 "
62570,1C6RR7GT2HS604503,29533C,"$33,990.00 ",2017,RAM,1500,0,HEARTLAND CREDIT UNION,5/30/2018 0:00,Used Vehicle,Finance,"$31,282.00 "
62613-9483,5XYPG4A39GG064326,K28788,"$28,767.00 ",2016,KIA,SORENTO,0,HEARTLAND CREDIT UNION,2/23/2016 0:00,Used Vehicle,Finance,"$28,767.00 "
62675,5XYKT4A66CG236757,K27093,"$26,815.00 ",2012,KIA,SORENTO,0,HEARTLAND CREDIT UNION,10/21/2011 0:00,New Vehicle,Finance,"$26,815.00 "
63401,4S4BSAJC1K3259093,5047,"$34,639.00 ",2019,SUBARU,OUTBACK,0,JP MORGAN CHASE BANK NA,11/27/2018 0:00,New Vehicle,Finance,"$31,682.00 "
62704-3550,JF2SJABC4GH413572,44883,"$25,250.00 ",2016,SUBARU,FORESTER,0,HEARTLAND CREDIT UNION,8/25/2015 0:00,Used Vehicle,Finance,"$25,250.00 "
62704,5XYPGDA32GG003223,K28673,"$30,124.00 ",2016,KIA,SORENTO,0,HEARTLAND,2/26/2016 0:00,New Vehicle,Finance,"$30,124.00 "
62471,4S4BSENC0H3319116,S1002A,"$27,990.00 ",2017,SUBARU,OUTBACK,0,,11/29/2019 0:00,Used Vehicle,Cash,"$24,757.00 "
62704-4014,4S4BSANC3K3304139,5184,"$36,612.00 ",2019,SUBARU,OUTBACK,0,JP MORGAN CHASE BANK NA,3/18/2019 0:00,New Vehicle,Finance,"$34,660.00 "
62704,KNDJ33AU2L7044012,K3277,"$24,000.00 ",2020,KIA,SOUL,75000,KIA MOTORS FINANCE,6/27/2019 0:00,New Vehicle,Finance,"$22,500.00 "
62703-3805,1C6RR7FG3ES150911,29617A,"$22,990.00 ",2014,RAM,1500 (3.6L),0,CEFCU,3/24/2018 0:00,Used Vehicle,Finance,"$21,408.00 "
62025-1420,1C6RR7TTXJS183951,88985,"$33,990.00 ",2018,RAM,1500 (5.7L),75000,PNC BANK NA,2/8/2019 0:00,Used Vehicle,Finance,"$29,910.00 "
62703,JN8AS5MV8DW102154,K3113A,"$10,995.00 ",2013,NISSAN,ROGUE,75000,HERITAGE ACCEPTANCE CORP,10/11/2019 0:00,Used Vehicle,Finance,"$10,995.00 "
62644,KNDJP3A56F7143918,K29193A,"$15,990.00 ",2015,KIA,SOUL,36000,GLOBAL LENDING SERVICES LLC,2/11/2017 0:00,Used Vehicle,Finance,"$14,605.90 "
62692,1C6RR7FT6ES375806,89117,"$18,990.00 ",2014,RAM,1500 (5.7L),75000,1st MID AMERICA,5/22/2019 0:00,Used Vehicle,Finance,"$18,650.00 "
62711-4406,1C6RD7KT2CS168606,23547,"$32,974.00 ",2012,RAM,1500 (5.7L),100000,JP MORGAN CHASE BANK NA,6/23/2012 0:00,New Vehicle,Finance,"$32,974.00 "
62702-3322,KNDMH4C79C6419833,K27006,"$29,490.00 ",2012,KIA,SEDONA,100000,BANK OF AMERICA,9/23/2011 0:00,New Vehicle,Finance,"$29,490.00 "
67114-8932,1C6RR7NT6DS517300,24163,"$43,550.00 ",2013,DODGE TRUCK,RAM 1500,0,HEARTLAND,4/18/2013 0:00,New Vehicle,Finance,"$43,550.00 "
62707-9381,4S4BSAKC8H3392389,45686,"$33,887.00 ",2017,SUBARU,OUTBACK,0,JP MORGAN CHASE BANK NA,4/27/2017 0:00,Used Vehicle,Finance,"$29,575.00 "
62670-4425,5XYKW4A70EG432728,K27972,"$36,995.00 ",2014,KIA,SORENTO,0,CONVERSION - DO NOT USE,4/16/2013 0:00,Used Vehicle,Cash,"$36,995.00 "
62431,JF2SJARCXJH612848,46312,"$34,502.00 ",2018,SUBARU,FORESTER,75000,JP MORGAN CHASE BANK NA,9/27/2018 0:00,New Vehicle,Finance,"$31,724.00 "
62615,1C6RR6FG8GS119635,27884,"$31,642.50 ",2016,DODGE TRUCK,RAM 1500,0,HEARTLAND CREDIT UNION,4/11/2016 0:00,New Vehicle,Finance,"$31,642.50 "
62703,1FMCU9H99DUC92749,5065B,"$13,260.00 ",2013,FORD,ESCAPE,0,AVID ACCEPTANCE  LLC,1/21/2019 0:00,Used Vehicle,Finance,"$13,260.00 "
62650-6060,2C3CDXHGXDH525696,24105,"$31,999.00 ",2013,DODGE,CHARGER,0,CONVERSION - DO NOT USE,2/16/2013 0:00,New Vehicle,Finance,"$31,999.00 "
62650,1GKUKEEF5AR176288,29982A,"$19,990.00 ",2010,GMC,YUKON,0,CREDIT ACCEPTANCE CORP,2/25/2019 0:00,Used Vehicle,Finance,"$21,999.00 "
62711-7095,KNADM4A39D6118747,K27549,"$15,115.00 ",2013,KIA,RIO,0,HEARTLAND CREDIT UNION,7/23/2012 0:00,Used Vehicle,Finance,"$15,115.00 "
62711,2D4RN5DG3BR697205,22322,"$32,023.00 ",2011,DODGE,GRAND CARAVAN (3.6L),75000,BANK OF AMERICA,6/13/2011 0:00,New Vehicle,Finance,"$32,023.00 "
62711-6373,KNAGM4AD3F5082570,K28967,"$20,635.00 ",2015,KIA,OPTIMA HYBRID,0,HEARTLAND CREDIT UNION,11/20/2015 0:00,Used Vehicle,Finance,"$20,635.00 "
62704,5XYKU3A61CG205990,K27029,"$27,340.00 ",2012,KIA,SORENTO,0,CONVERSION - DO NOT USE,6/18/2011 0:00,New Vehicle,Cash,"$27,340.00 "
62558,KNDMB5C18K6566856,K3292,"$35,019.00 ",2019,KIA,SEDONA,0,CONSUMER PORTFOLIO SERVICE INC,7/27/2019 0:00,New Vehicle,Finance,"$33,586.00 "
62707-7416,3C63RRHL3HG577027,29118,"$63,424.00 ",2017,RAM,3500,100000,CEFCU,9/25/2017 0:00,New Vehicle,Finance,"$63,424.00 "
62665-7127,1C6RR7NT6ES473705,25819,"$45,200.00 ",2014,DODGE TRUCK,RAM 1500,100559,CHRYSLER CAPITAL,10/29/2014 0:00,New Vehicle,Finance,"$45,200.00 "
62707-9329,5XYPH4A55GG077346,K28836,"$31,495.00 ",2016,KIA,SORENTO,0,KIA MOTORS FINANCE,6/30/2015 0:00,Used Vehicle,Finance,"$31,495.00 "
62704,JF1GPAC62E8275674,44455,"$20,987.00 ",2014,SUBARU,IMPREZA WAGON,0,CONVERSION - DO NOT USE,5/23/2014 0:00,New Vehicle,Cash,"$20,987.00 "
62704-1119,5XYPHDA56GG123198,K29011,"$38,812.00 ",2016,KIA,SORENTO,0,CONVERSION - DO NOT USE,1/30/2016 0:00,Used Vehicle,Cash,"$38,812.00 "
62684,1C4RDJEG0GC437674,27902,"$46,250.00 ",2016,DODGE TRUCK,DURANGO,0,JP MORGAN CHASE BANK NA,5/31/2016 0:00,New Vehicle,Finance,"$46,250.00 "
62675-1225,5XXGN4A7XDG119634,K27751,"$27,111.00 ",2013,KIA,OPTIMA,100019,CONVERSION - DO NOT USE,10/5/2012 0:00,Used Vehicle,Finance,"$27,111.00 "
62711-9235,1C6SRFHT5KN752466,2267,"$68,805.00 ",2019,RAM,1500,0,CHRYSLER CAPITAL,9/13/2019 0:00,New Vehicle,Finance,"$62,805.00 "
62704,1D3HV13T59S749840,20250,"$37,658.00 ",2009,DODGE TRUCK,RAM 1500,75000,CEFCU,1/5/2009 0:00,New Vehicle,Finance,"$37,658.00 "
61501-9317,5XXGT4L30JG244024,K29564,"$26,219.00 ",2018,KIA,OPTIMA,0,KIA MOTORS FINANCE,3/8/2018 0:00,Used Vehicle,Finance,"$24,800.00 "
62644,1C4HJWDG2CL134781,29225A,"$26,990.00 ",2012,JEEP,WRANGLER UNLIMITED,0,CEFCU,2/2/2018 0:00,Used Vehicle,Finance,"$24,850.00 "
62563,KNDCC3LC0J5147306,K29643,"$27,320.00 ",2018,KIA,NIRO,0,KIA MOTORS FINANCE,5/12/2018 0:00,New Vehicle,Finance,"$25,999.00 "
62704,4S4BSANC6J3338445,46149,"$36,621.00 ",2018,SUBARU,OUTBACK,0,,5/28/2018 0:00,New Vehicle,Cash,"$33,423.00 "
62703,KNDCB3LCXK5218628,K3064,"$25,179.00 ",2019,KIA,NIRO,0,CEFCU,12/31/2018 0:00,New Vehicle,Finance,"$24,580.00 "
62629-2206,1C6RR7PT7HS721560,29243,"$57,234.00 ",2017,RAM,1500,0,,4/20/2017 0:00,New Vehicle,Cash,"$58,134.00 "
62703,3KPFK4A74HE072474,K29343,"$18,794.00 ",2017,KIA,FORTE,75000,CHRYSLER CAPITAL,5/24/2017 0:00,Used Vehicle,Finance,"$19,794.00 "
62050-2070,4S4BSAKC3H3274007,45419,"$33,887.00 ",2017,SUBARU,OUTBACK,100000,JP MORGAN CHASE BANK NA,11/1/2016 0:00,Used Vehicle,Finance,"$31,620.00 "
62704,5XXGT4L36KG280012,K3012,"$26,049.00 ",2019,KIA,OPTIMA,75000,CAPITAL ONE AUTO FINANCE,10/13/2018 0:00,New Vehicle,Finance,"$24,550.00 "
62629-8084,JF2SJAHC3EH504272,44232,"$28,500.00 ",2014,SUBARU,FORESTER 2.5I,75000,CONVERSION - DO NOT USE,11/21/2013 0:00,Used Vehicle,Cash,"$28,500.00 "
62526,3C4PDCAB9JT513868,30007,"$26,679.00 ",2018,DODGE,JOURNEY (2.4L),75000,CHRYSLER CAPITAL,2/20/2019 0:00,New Vehicle,Finance,"$25,899.00 "
61455-1104,4S4BRCCC2E3314885,44438,"$27,424.00 ",2014,SUBARU,OUTBACK 2.5I,0,CONVERSION - DO NOT USE,5/8/2014 0:00,Used Vehicle,Cash,"$27,424.00 "
62650-1872,JF2SJGEC1JH546053,46146,"$31,538.00 ",2018,SUBARU,FORESTER,0,,6/11/2018 0:00,New Vehicle,Cash,"$29,348.00 "
62711,5XXGU4L39GG095814,K29155,"$26,170.00 ",2016,KIA,OPTIMA,100000,HEARTLAND CREDIT UNION,11/19/2016 0:00,Used Vehicle,Finance,"$24,588.00 "
62626,5XYP3DHC4LG024778,K3256,"$40,789.00 ",2020,KIA,TELLURIDE,0,CITIZENS ONE AUTO FINANCE,6/22/2019 0:00,New Vehicle,Finance,"$40,789.00 "
62650-2661,2C3CDXBG5HH559527,29230,"$29,139.00 ",2017,DODGE,CHARGER,75000,CEFCU,3/18/2017 0:00,New Vehicle,Finance,"$29,139.00 "
62703-1549,KNAGN4A73B5070565,29772B,"$11,990.00 ",2011,KIA,OPTIMA,36000,1st MID AMERICA,7/27/2018 0:00,Used Vehicle,Finance,"$10,608.00 "
62702,5XXGT4L32KG370144,K3324,"$24,739.00 ",2019,KIA,OPTIMA,0,FLAGSHIP CREDIT ACCEPTANCE,12/14/2019 0:00,New Vehicle,Finance,"$45,297.00 "
62702-2175,5XYPG4A35HG259910,K29202,"$32,700.00 ",2017,KIA,SORENTO,100000,HEARTLAND CREDIT UNION,2/3/2017 0:00,New Vehicle,Finance,"$31,370.00 "
62531-8277,4S4BSADC2J3253944,S1150A,"$31,311.00 ",2018,SUBARU,OUTBACK,75000,JP MORGAN CHASE BANK NA,5/10/2018 0:00,Used Vehicle,Finance,"$30,881.00 "
62568-0731,5XXGT4L36JG227146,K29638,"$24,429.00 ",2018,KIA,OPTIMA,75000,HEARTLAND CREDIT UNION,6/6/2018 0:00,Used Vehicle,Finance,"$23,670.00 "
62704,KNDJX3AA6J7592490,K1078A,"$27,550.00 ",2018,KIA,SOUL,0,,7/12/2018 0:00,Used Vehicle,Cash,"$26,064.00 "
62563,1D7HA16K97J626607,20410A,"$14,000.00 ",2007,DODGE TRUCK,RAM 1500,0,CONVERSION - DO NOT USE,6/29/2009 0:00,Used Vehicle,Finance,"$14,000.00 "
62056,KNAFU4A23C5546835,43898A,"$16,766.00 ",2012,KIA,FORTE,0,TD AUTO FINANCE LLC,8/11/2012 0:00,Used Vehicle,Finance,"$16,766.00 "
62615,KM8J33A44HU447686,88905,"$19,995.00 ",2017,HYUNDAI,TUCSON,0,CEFCU,5/14/2018 0:00,Used Vehicle,Finance,"$19,995.00 "
62712,KNDJX3A55F7203722,K28775,"$28,365.00 ",2015,KIA,SOUL,100000,FIFTH THIRD BANK,5/28/2015 0:00,Used Vehicle,Finance,"$28,365.00 "
62702-6241,JA32U2FU0CU010218,36532,"$19,495.00 ",2012,MITSUBISHI,LANCER,0,CONVERSION - DO NOT USE,10/24/2012 0:00,Used Vehicle,Cash,"$19,495.00 "
62558-9134,JF1GPAC68FH315208,44915,"$22,960.00 ",2015,SUBARU,IMPREZA,0,1st MID AMERICA,9/11/2015 0:00,Used Vehicle,Finance,"$22,960.00 "
62702,JF2GTALC5JH291309,46109,"$30,378.00 ",2018,SUBARU,CROSSTREK,70000,ILLINOIS EDUCATORS CREDIT UNION,4/5/2018 0:00,Used Vehicle,Finance,"$28,325.00 "
62702,KNDCB3LC9H5058136,K29368T,"$24,530.00 ",2017,KIA,NIRO,0,HEARTLAND CREDIT UNION,9/2/2017 0:00,Used Vehicle,Finance,"$21,999.00 "
62563,3C6UR5DL8FG593126,89109A,"$39,990.00 ",2015,RAM,2500 DIESEL (6.7L),0,HEARTLAND CREDIT UNION,7/2/2019 0:00,Used Vehicle,Finance,"$38,550.00 "
62563,KNDJP3A56K7911066,K3107,"$20,999.00 ",2019,KIA,SOUL,0,,8/9/2019 0:00,New Vehicle,Cash,"$20,999.00 "
62704,4S4BSANC1J3319298,46086,"$36,621.00 ",2018,SUBARU,OUTBACK,75000,JP MORGAN CHASE BANK NA,6/1/2018 0:00,New Vehicle,Finance,"$33,523.00 "
62521,KNAGM4A74D5306811,K27616,"$23,190.00 ",2013,KIA,OPTIMA,0,KIA MOTORS FINANCE,12/29/2012 0:00,New Vehicle,Finance,"$23,190.00 "
62707-8542,1C6RR7FG5FS551572,26428,"$35,990.00 ",2015,RAM,1500 (3.6L),0,CONVERSION - DO NOT USE,10/23/2015 0:00,New Vehicle,Cash,"$35,990.00 "
62644,3C4PDCGG0JT171262,29560,"$33,384.00 ",2018,DODGE,JOURNEY,75000,CEFCU,11/24/2017 0:00,New Vehicle,Finance,"$31,990.00 "
62644,1C6RR7FT9ES207982,25201,"$35,344.00 ",2014,DODGE TRUCK,RAM 1500,0,HEARTLAND,2/27/2014 0:00,New Vehicle,Finance,"$35,344.00 "
62712,1C4RDJAG2DC540015,24009,"$32,034.00 ",2013,DODGE TRUCK,DURANGO,0,HEARTLAND CREDIT UNION,12/19/2012 0:00,New Vehicle,Finance,"$32,034.00 "
62675-6058,3D7UT2HL2BG539274,22106,"$50,740.00 ",2011,DODGE TRUCK,RAM 2500,0,CONVERSION - DO NOT USE,4/30/2011 0:00,New Vehicle,Cash,"$50,740.00 "
62702,JF1GPAA63CH218206,43835,"$19,217.00 ",2012,SUBARU,IMPREZA WAGON,0,CONVERSION - DO NOT USE,2/29/2012 0:00,New Vehicle,Cash,"$19,217.00 "
62692,JF2GTALC0JH319663,46167,"$30,317.00 ",2018,SUBARU,CROSSTREK,125000,1st MID AMERICA,5/3/2018 0:00,Used Vehicle,Finance,"$28,748.00 "
62711-8135,4S4BSBNC7G3333107,45194,"$34,504.00 ",2016,SUBARU,OUTBACK,0,JP MORGAN CHASE BANK NA,5/13/2016 0:00,Used Vehicle,Finance,"$34,504.00 "
61536-9624,3C4PDCAB1JT216464,29636,"$25,629.00 ",2018,DODGE,JOURNEY,12500,ALLY FINANCIAL,1/20/2018 0:00,New Vehicle,Finance,"$27,629.00 "
62703,KNDJP3A51K7668461,K3048,"$25,629.00 ",2019,KIA,SOUL,0,,10/8/2018 0:00,New Vehicle,Cash,"$24,223.00 "
62702-1527,2D4RN3DG5BR629928,22178,"$27,087.00 ",2011,DODGE TRUCK,GRAND CARAVAN,0,CEFCU,7/5/2011 0:00,New Vehicle,Finance,"$27,087.00 "
62353,4S4BSAAC6J3321246,46099,"$26,991.00 ",2018,SUBARU,OUTBACK,0,JP MORGAN CHASE BANK NA,3/20/2018 0:00,Used Vehicle,Finance,"$25,409.00 "
62707,JF2SJAJC7HH512552,45534,"$30,955.00 ",2017,SUBARU,FORESTER,0,,1/10/2017 0:00,New Vehicle,Cash,"$29,768.00 "
62629,1C6RD6KT2CS216163,23367,"$31,934.00 ",2012,DODGE TRUCK,RAM 1500,100000,HEARTLAND CREDIT UNION,3/1/2012 0:00,New Vehicle,Finance,"$31,934.00 "
62711,1C6SRFRT0KN816220,2182,"$57,574.00 ",2019,RAM,1500 (5.7L),0,CHRYSLER CAPITAL,5/13/2019 0:00,New Vehicle,Finance,"$54,190.00 "
62702-3043,5XXGU4L33JG231829,K29659,"$29,089.00 ",2018,KIA,OPTIMA,75000,CEFCU,9/14/2018 0:00,Used Vehicle,Finance,"$23,033.00 "
62711-7224,JF2SJARC2JH509343,46116,"$34,329.00 ",2018,SUBARU,FORESTER,0,JP Morgan Chase,6/28/2018 0:00,New Vehicle,Lease,"$32,512.00 "
62711-9463,JA4AZ3A35GZ007742,36705,"$30,070.00 ",2016,MITSUBISHI,OUTLANDER,0,CEFCU,12/26/2015 0:00,Used Vehicle,Finance,"$30,070.00 "
62704,4S3BMCM65E3004256,44110,"$28,560.00 ",2014,SUBARU,LEGACY,0,JP MORGAN CHASE BANK NA,7/12/2013 0:00,New Vehicle,Finance,"$28,560.00 "
62702,2C3CDXHG8FH866923,D1038A,"$17,500.00 ",2015,DODGE,CHARGER,36000,CEFCU,2/1/2020 0:00,Used Vehicle,Finance,"$17,500.00 "
62642-9709,5XYPG4A35GG050245,K28760,"$27,275.00 ",2016,KIA,SORENTO,0,HEARTLAND,4/30/2016 0:00,New Vehicle,Finance,"$27,275.00 "
63435,4S4BSAHC3K3259229,5045,"$33,085.00 ",2019,SUBARU,OUTBACK,0,,7/22/2019 0:00,New Vehicle,Cash,"$30,585.00 "
62670-6758,KNDJP3A58J7585558,K29596,"$22,094.00 ",2018,KIA,SOUL,100000,ALLY FINANCIAL,3/22/2018 0:00,Used Vehicle,Finance,"$21,807.00 "
