,MSRP,Year,Make,Model,Purchase Date,Sales Type,Purchase Type,Sale Price,Warranty Miles,Zipcode,Model Type
4303,"$24,990.00 ",2010,OTHER,WRANGLER UNLIMI,11/15/2012 0:00,Used Vehicle,Finance,"$24,990.00 ",0,62712,COMPACT SUV
4304,"$25,985.00 ",2011,DODGE,CHALLENGER,1/29/2011 0:00,New Vehicle,Finance,"$25,985.00 ",0,62675,SPORTS CAR
4305,"$28,824.00 ",2018,DODGE,GRAND CARAVAN,3/24/2018 0:00,New Vehicle,Finance,"$29,824.00 ",1,62702,VAN
4306,"$24,035.00 ",2009,KIA,SPORTAGE,5/26/2010 0:00,Used Vehicle,Cash,"$24,035.00 ",0,62704,COMPACT SUV
4307,"$9,990.00 ",2004,DODGE,DURANGO,3/21/2012 0:00,Used Vehicle,Finance,"$9,990.00 ",1,62702,SUV
4308,"$30,363.00 ",2012,RAM,GRAND CARAVAN,6/5/2012 0:00,New Vehicle,Cash,"$30,363.00 ",0,62712,VAN
4309,"$12,594.00 ",2013,KIA,FORTE,4/21/2016 0:00,New Vehicle,Finance,"$12,594.00 ",0,62629,COMPACT SEDAN
4310,"$16,608.00 ",2014,KIA,SOUL,3/15/2014 0:00,New Vehicle,Cash,"$16,608.00 ",0,62650,COMPACT SUV
4311,"$10,874.00 ",2009,DODGE,AVENGER,11/24/2012 0:00,Used Vehicle,Finance,"$10,874.00 ",0,62558,MID-SIZE SEDAN
4312,"$40,806.00 ",2015,RAM,RAM 1500,8/17/2015 0:00,New Vehicle,Finance,"$40,806.00 ",1,62670,TRUCK
4313,"$25,591.00 ",2010,SUBARU,FORESTER 2.5X,8/6/2009 0:00,Used Vehicle,Cash,"$25,591.00 ",0,63130,COMPACT SUV
4314,"$2,990.00 ",2004,OTHER,ION,12/13/2016 0:00,Used Vehicle,Cash,"$1,300.00 ",0,62704,MID-SIZE SEDAN
4315,"$36,531.00 ",2018,SUBARU,OUTBACK,9/22/2017 0:00,Used Vehicle,Finance,"$33,883.00 ",1,61801,SUV
4316,"$3,085.00 ",2001,RAM,RAM 1500,9/13/2016 0:00,Used Vehicle,Finance,"$3,085.00 ",0,62558,TRUCK
4317,"$30,862.00 ",2016,SUBARU,FORESTER,10/31/2015 0:00,New Vehicle,Cash,"$30,862.00 ",0,62704,COMPACT SUV
4318,"$15,066.62 ",2008,OTHER,LIBERTY,10/15/2012 0:00,Used Vehicle,Finance,"$15,066.62 ",0,62704,COMPACT SUV
4319,"$20,627.00 ",2014,KIA,OPTIMA,4/15/2014 0:00,New Vehicle,Finance,"$20,627.00 ",1,62301,MID-SIZE SEDAN
4320,"$29,250.00 ",2016,KIA,OPTIMA,3/31/2016 0:00,New Vehicle,Cash,"$29,250.00 ",0,62711,MID-SIZE SEDAN
4321,"$29,037.00 ",2017,SUBARU,OUTBACK,3/25/2017 0:00,Used Vehicle,Finance,"$27,600.00 ",1,62644,SUV
4322,"$10,121.00 ",2008,OTHER,VERSA,5/20/2014 0:00,Used Vehicle,Finance,"$10,121.00 ",0,62702,COMPACT SEDAN
4323,"$33,082.00 ",2016,KIA,SORENTO,4/16/2016 0:00,Used Vehicle,Finance,"$33,082.00 ",0,62674,SUV
4324,"$30,735.00 ",2015,RAM,JOURNEY,7/11/2015 0:00,New Vehicle,Finance,"$30,735.00 ",0,62626,SUV
4325,"$21,990.00 ",2013,OTHER,TRAVERSE,5/25/2018 0:00,Used Vehicle,Finance,"$19,599.00 ",1,62521,SUV
4326,"$31,000.00 ",2015,RAM,RAM 1500,1/19/2015 0:00,New Vehicle,Finance,"$31,000.00 ",0,62702,TRUCK
4327,"$41,770.00 ",2017,RAM,1500 (5.7L),1/19/2018 0:00,New Vehicle,Cash,"$40,189.00 ",0,62702,TRUCK
4328,"$20,775.00 ",2011,OTHER,OUTLANDER SPORT,5/2/2011 0:00,New Vehicle,Finance,"$20,775.00 ",0,62704,SUV
4329,"$27,900.00 ",2013,KIA,OPTIMA,9/17/2014 0:00,Used Vehicle,Finance,"$27,900.00 ",1,62702,MID-SIZE SEDAN
4330,"$19,015.00 ",2016,KIA,SOUL,8/3/2016 0:00,Used Vehicle,Cash,"$19,015.00 ",0,62712,COMPACT SUV
4331,"$35,990.00 ",2017,DODGE,DURANGO,9/17/2018 0:00,Used Vehicle,Finance,"$34,120.00 ",1,62626,SUV
4332,"$29,324.00 ",2016,DODGE,CHARGER,7/28/2016 0:00,New Vehicle,Finance,"$29,324.00 ",0,62702,MID-SIZE SEDAN
4333,"$24,183.00 ",2017,SUBARU,IMPREZA,2/1/2017 0:00,Used Vehicle,Cash,"$24,192.00 ",0,62471,COMPACT SEDAN
4334,"$25,730.00 ",2014,KIA,SOUL,9/13/2014 0:00,Used Vehicle,Finance,"$25,730.00 ",0,62711,COMPACT SUV
4335,"$46,454.00 ",2014,RAM,RAM 1500,9/15/2014 0:00,New Vehicle,Finance,"$46,454.00 ",0,62531,TRUCK
4336,"$13,614.00 ",2013,OTHER,SONATA,10/13/2014 0:00,Used Vehicle,Finance,"$13,614.00 ",0,62712,MID-SIZE SEDAN
4337,"$22,339.00 ",2017,DODGE,JOURNEY,5/29/2017 0:00,New Vehicle,Finance,"$23,110.00 ",1,62694,SUV
4338,"$34,735.00 ",2016,SUBARU,LEGACY,8/20/2016 0:00,Used Vehicle,Finance,"$31,000.00 ",0,62521,MID-SIZE SEDAN
4339,"$19,486.00 ",2013,RAM,JOURNEY,1/19/2015 0:00,New Vehicle,Finance,"$19,486.00 ",1,62704,SUV
4340,"$24,990.00 ",2011,OTHER,GRAND CHEROKEE (3.6L),8/5/2016 0:00,Used Vehicle,Finance,"$22,997.00 ",0,62661,SUV
4341,"$43,509.00 ",2014,RAM,RAM 1500,9/5/2014 0:00,New Vehicle,Finance,"$43,509.00 ",1,62550,TRUCK
4342,"$21,062.00 ",2015,SUBARU,FORESTER,5/16/2016 0:00,Used Vehicle,Finance,"$21,062.00 ",0,62703,COMPACT SUV
4343,"$34,990.00 ",2017,DODGE,DURANGO (3.6L),4/20/2018 0:00,Used Vehicle,Cash,"$34,990.00 ",0,62520,SUV
4344,"$9,473.00 ",2008,SUBARU,LEGACY,12/17/2016 0:00,Used Vehicle,Cash,"$8,973.00 ",1,62711,MID-SIZE SEDAN
4345,"$30,141.00 ",2014,SUBARU,OUTBACK 2.5I,5/30/2014 0:00,Used Vehicle,Cash,"$30,141.00 ",0,62226,SUV
4346,"$28,023.00 ",2013,RAM,RAM 1500,5/17/2016 0:00,New Vehicle,Finance,"$28,023.00 ",0,62694,TRUCK
4347,"$69,874.00 ",2018,RAM,2500,8/22/2018 0:00,New Vehicle,Finance,"$68,374.00 ",1,62703,TRUCK
4348,"$22,100.00 ",2009,DODGE,AVENGER,7/25/2009 0:00,New Vehicle,Finance,"$22,100.00 ",0,62615,MID-SIZE SEDAN
4349,"$21,594.00 ",2015,DODGE,CHALLENGER,2/29/2016 0:00,Used Vehicle,Cash,"$21,594.00 ",0,61884,SPORTS CAR
4350,"$24,990.00 ",2012,RAM,1500,9/18/2017 0:00,Used Vehicle,Finance,"$22,800.00 ",1,62703,TRUCK
4351,"$30,279.00 ",2017,SUBARU,OUTBACK WAGON,7/23/2016 0:00,New Vehicle,Cash,"$30,279.00 ",0,63034,SUV
4352,"$46,765.00 ",2017,DODGE,CHALLENGER,5/27/2017 0:00,Used Vehicle,Finance,"$46,999.00 ",1,62629,SPORTS CAR
4353,"$34,527.00 ",2013,RAM,DURANGO,5/30/2013 0:00,New Vehicle,Cash,"$34,527.00 ",0,62613,SUV
4354,"$11,990.00 ",2010,DODGE,GRAND CARAVAN (3.8L),9/29/2017 0:00,Used Vehicle,Cash,"$10,000.00 ",0,62702,VAN
4355,"$33,990.00 ",2014,RAM,RAM 1500,4/30/2014 0:00,New Vehicle,Finance,"$33,990.00 ",0,62670,TRUCK
4356,"$24,900.00 ",2014,RAM,GRAND CARAVAN,12/23/2013 0:00,New Vehicle,Finance,"$24,900.00 ",0,62558,VAN
4357,"$30,299.00 ",2012,RAM,JOURNEY,7/24/2012 0:00,New Vehicle,Finance,"$30,299.00 ",0,62675,SUV
4358,"$24,445.00 ",2013,DODGE,DART,2/18/2014 0:00,New Vehicle,Finance,"$23,490.00 ",1,62702,COMPACT SEDAN
4359,"$19,386.57 ",2014,DODGE,JOURNEY (3.6L),3/19/2015 0:00,Used Vehicle,Finance,"$19,386.57 ",0,62568,COMPACT SUV
4360,"$22,295.00 ",2013,KIA,SPORTAGE,8/4/2012 0:00,Used Vehicle,Finance,"$22,295.00 ",1,62704,COMPACT SUV
4361,"$33,029.00 ",2011,RAM,DURANGO,8/26/2011 0:00,New Vehicle,Finance,"$33,029.00 ",0,62684,SUV
4362,"$36,014.00 ",2018,DODGE,CHALLENGER,6/20/2018 0:00,New Vehicle,Cash,"$34,990.00 ",0,62618,SPORTS CAR
4363,"$18,499.00 ",2011,KIA,FORTE,7/25/2011 0:00,Used Vehicle,Finance,"$18,499.00 ",0,62668,COMPACT SEDAN
4364,"$7,932.00 ",2007,OTHER,SANTA FE,12/19/2016 0:00,Used Vehicle,Finance,"$8,232.00 ",0,62711,SUV
4365,"$28,578.00 ",2017,SUBARU,IMPREZA,3/7/2018 0:00,Used Vehicle,Cash,"$24,989.00 ",0,62624,COMPACT SEDAN
4366,"$19,844.00 ",2018,KIA,FORTE,4/14/2018 0:00,New Vehicle,Cash,"$18,400.00 ",0,62692,COMPACT SEDAN
4367,"$8,966.00 ",2014,SUBARU,LEGACY,3/9/2018 0:00,Used Vehicle,Finance,"$8,966.00 ",1,62704,MID-SIZE SEDAN
4368,"$20,240.00 ",2016,DODGE,DART,12/30/2015 0:00,New Vehicle,Finance,"$20,240.00 ",0,62704,COMPACT SEDAN
4369,"$17,279.00 ",2007,DODGE,CHARGER,10/2/2008 0:00,Used Vehicle,Finance,"$17,279.00 ",1,62703,MID-SIZE SEDAN
4370,"$37,735.00 ",2016,DODGE,CHARGER,8/12/2016 0:00,Used Vehicle,Finance,"$37,735.00 ",0,62664,MID-SIZE SEDAN
4371,"$15,451.00 ",2014,OTHER,CRUZE,5/11/2016 0:00,Used Vehicle,Finance,"$15,451.00 ",0,62690,COMPACT SEDAN
4372,"$25,140.00 ",2014,KIA,SORENTO,10/26/2013 0:00,Used Vehicle,Finance,"$24,590.00 ",1,62561,SUV
4373,"$15,990.00 ",2014,KIA,OPTIMA,5/12/2018 0:00,Used Vehicle,Finance,"$14,151.00 ",1,62703,MID-SIZE SEDAN
4374,"$56,744.00 ",2017,RAM,3500,12/11/2017 0:00,New Vehicle,Finance,"$54,257.00 ",0,62642,TRUCK
4375,"$29,890.00 ",2016,KIA,SORENTO,6/29/2015 0:00,New Vehicle,Finance,"$29,890.00 ",0,62629,SUV
4376,"$23,600.00 ",2016,SUBARU,XV CROSSTREK,10/28/2015 0:00,New Vehicle,Finance,"$23,600.00 ",0,62692,COMPACT SUV
4377,"$34,500.00 ",2015,SUBARU,OUTBACK WAGON,10/6/2014 0:00,New Vehicle,Cash,"$34,500.00 ",0,62711,SUV
4378,"$19,914.00 ",2011,DODGE,AVENGER,2/29/2012 0:00,New Vehicle,Finance,"$19,914.00 ",1,62515,MID-SIZE SEDAN
4379,"$25,524.00 ",2013,SUBARU,XV CROSSTREK,12/13/2012 0:00,New Vehicle,Finance,"$25,524.00 ",1,62673,COMPACT SUV
4380,"$24,873.00 ",2011,SUBARU,FORESTER,2/9/2011 0:00,New Vehicle,Finance,"$24,873.00 ",0,62704,COMPACT SUV
4381,"$35,733.00 ",2018,SUBARU,WRX,3/14/2018 0:00,Used Vehicle,Cash,"$34,800.00 ",0,62704,COMPACT SEDAN
4382,"$24,785.00 ",2017,DODGE,JOURNEY,4/10/2017 0:00,New Vehicle,Finance,"$23,499.00 ",1,60420,SUV
4383,"$18,990.00 ",2014,OTHER,SONATA,11/25/2016 0:00,Used Vehicle,Finance,"$17,900.00 ",1,62703,MID-SIZE SEDAN
4384,"$13,125.00 ",2013,DODGE,AVENGER,1/28/2015 0:00,Used Vehicle,Finance,"$13,125.00 ",0,62677,MID-SIZE SEDAN
4385,"$25,207.00 ",2018,SUBARU,CROSSTREK,7/24/2018 0:00,New Vehicle,Lease,"$25,207.00 ",0,62711,COMPACT SUV
4386,"$32,800.00 ",2011,KIA,SORENTO,3/3/2011 0:00,Used Vehicle,Cash,"$32,800.00 ",0,62703,SUV
4387,"$51,819.00 ",2015,RAM,RAM 1500,5/7/2015 0:00,New Vehicle,Finance,"$51,819.00 ",1,62572,TRUCK
4388,"$21,500.00 ",2013,SUBARU,OUTBACK WAGON,12/29/2015 0:00,New Vehicle,Finance,"$21,500.00 ",0,62650,SUV
4389,"$31,539.00 ",2015,SUBARU,OUTBACK WAGON,5/4/2015 0:00,New Vehicle,Cash,"$31,539.00 ",0,62711,SUV
4390,"$25,804.00 ",2017,KIA,SPORTAGE,1/23/2017 0:00,New Vehicle,Finance,"$25,071.00 ",1,62702,COMPACT SUV
4391,"$25,291.00 ",2015,SUBARU,FORESTER,9/17/2014 0:00,New Vehicle,Finance,"$25,291.00 ",0,62681,COMPACT SUV
4392,"$32,344.00 ",2017,KIA,SORENTO,5/30/2017 0:00,New Vehicle,Cash,"$31,466.48 ",0,62704,SUV
4393,"$12,990.00 ",2008,KIA,SPORTAGE,3/20/2017 0:00,Used Vehicle,Finance,"$8,150.00 ",1,62702,COMPACT SUV
4394,"$9,990.00 ",2010,RAM,GRAND CARAVAN,5/19/2018 0:00,Used Vehicle,Finance,"$8,000.00 ",0,62704,VAN
4395,"$36,046.00 ",2017,SUBARU,OUTBACK,2/13/2017 0:00,Used Vehicle,Finance,"$32,283.00 ",0,62702,SUV
4396,"$21,743.00 ",2013,KIA,OPTIMA,12/8/2012 0:00,Used Vehicle,Finance,"$21,743.00 ",1,62704,MID-SIZE SEDAN
4397,"$22,705.00 ",2012,DODGE,AVENGER,3/24/2012 0:00,New Vehicle,Finance,"$22,705.00 ",0,62650,MID-SIZE SEDAN
4398,"$17,200.00 ",2009,KIA,SPECTRA,12/2/2008 0:00,Used Vehicle,Cash,"$17,200.00 ",0,62702,COMPACT SEDAN
4399,"$36,499.00 ",2014,RAM,DURANGO,7/26/2014 0:00,New Vehicle,Finance,"$36,499.00 ",1,62711,SUV
4400,"$10,581.73 ",2012,KIA,OPTIMA,1/7/2016 0:00,Used Vehicle,Cash,"$10,581.73 ",0,62702,MID-SIZE SEDAN
4401,"$53,174.00 ",2014,RAM,RAM 2500,6/23/2014 0:00,New Vehicle,Finance,"$53,174.00 ",1,62561,TRUCK
4402,"$33,990.00 ",2011,KIA,FORTE,2/6/2017 0:00,Used Vehicle,Finance,"$5,150.00 ",0,62704,COMPACT SEDAN
4403,"$13,847.00 ",2008,OTHER,MALIBU,6/25/2013 0:00,Used Vehicle,Finance,"$13,847.00 ",1,62702,MID-SIZE SEDAN
4404,"$25,653.00 ",2016,SUBARU,LEGACY,11/16/2015 0:00,New Vehicle,Lease,"$25,563.00 ",0,62650,MID-SIZE SEDAN
4405,"$19,613.00 ",2011,OTHER,ESCAPE,8/25/2014 0:00,Used Vehicle,Finance,"$19,613.00 ",0,62704,COMPACT SUV
4406,"$30,926.00 ",2013,KIA,SORENTO,12/8/2012 0:00,New Vehicle,Finance,"$30,926.00 ",1,73160,SUV
4407,"$23,223.00 ",2014,SUBARU,FORESTER,11/16/2013 0:00,New Vehicle,Cash,"$23,223.00 ",0,32503,COMPACT SUV
4408,"$20,029.00 ",2013,DODGE,AVENGER,3/9/2013 0:00,New Vehicle,Finance,"$20,029.00 ",0,62615,MID-SIZE SEDAN
4409,"$19,890.00 ",2012,KIA,SOUL,6/21/2012 0:00,New Vehicle,Finance,"$19,890.00 ",0,0,COMPACT SUV
4410,"$23,990.00 ",2012,RAM,GRAND CARAVAN,7/27/2012 0:00,New Vehicle,Finance,"$23,990.00 ",0,62629,VAN
4411,"$12,707.00 ",2008,OTHER,SILVERADO 1500,1/19/2015 0:00,Used Vehicle,Finance,"$12,707.00 ",0,62702,TRUCK
4412,"$23,995.00 ",2015,KIA,SORENTO,7/31/2015 0:00,New Vehicle,Finance,"$23,995.00 ",1,62691,SUV
4413,"$24,722.00 ",2015,SUBARU,XV CROSSTREK,4/13/2015 0:00,New Vehicle,Finance,"$24,722.00 ",0,61951,COMPACT SUV
4414,"$10,990.00 ",2011,DODGE,AVENGER,7/24/2015 0:00,Used Vehicle,Finance,"$10,990.00 ",1,62650,MID-SIZE SEDAN
4415,"$13,500.00 ",2008,RAM,DAKOTA,2/14/2015 0:00,Used Vehicle,Finance,"$13,500.00 ",1,61802,TRUCK
4416,"$6,680.57 ",2006,OTHER,FIVE HUNDRED,4/25/2015 0:00,Used Vehicle,Cash,"$6,680.57 ",0,62644,MID-SIZE SEDAN
4417,"$46,312.00 ",2011,RAM,DURANGO,3/24/2011 0:00,New Vehicle,Finance,"$46,312.00 ",0,62707,SUV
4418,"$32,239.00 ",2010,SUBARU,OUTBACK WAGON,12/11/2009 0:00,New Vehicle,Finance,"$32,239.00 ",0,62712,SUV
4419,"$24,465.00 ",2011,OTHER,SILVERADO 1500,2/13/2015 0:00,Used Vehicle,Finance,"$24,465.00 ",0,62533,TRUCK
4420,"$28,835.00 ",2015,KIA,OPTIMA,5/26/2015 0:00,New Vehicle,Finance,"$28,835.00 ",0,0,MID-SIZE SEDAN
4421,"$23,600.00 ",2012,RAM,RAM 1500,4/12/2016 0:00,New Vehicle,Finance,"$23,600.00 ",0,62704,TRUCK
4422,"$28,250.00 ",2016,SUBARU,FORESTER,11/23/2015 0:00,Used Vehicle,Finance,"$28,250.00 ",0,62568,COMPACT SUV
4423,"$20,740.00 ",2016,DODGE,DART,1/30/2016 0:00,New Vehicle,Finance,"$20,740.00 ",0,62677,COMPACT SEDAN
4424,"$8,485.70 ",2007,KIA,RONDO,5/15/2014 0:00,Used Vehicle,Finance,"$8,485.70 ",1,62711,COMPACT SEDAN
4425,"$14,855.00 ",2008,OTHER,TOWN & COUNTRY,10/19/2013 0:00,Used Vehicle,Finance,"$14,855.00 ",1,62707,VAN
4426,"$37,651.00 ",2013,SUBARU,TRIBECA,10/12/2013 0:00,New Vehicle,Finance,"$35,628.00 ",0,62704,SUV
4427,"$37,085.00 ",2013,RAM,RAM 1500,9/27/2013 0:00,New Vehicle,Finance,"$37,085.00 ",1,62615,TRUCK
4428,"$8,485.70 ",2009,OTHER,PT CRUISER,12/13/2013 0:00,Used Vehicle,Finance,"$8,485.70 ",0,62711,COMPACT SUV
4429,"$28,790.00 ",2014,OTHER,OUTLANDER,9/23/2013 0:00,New Vehicle,Finance,"$27,402.00 ",0,62615,COMPACT SUV
4430,"$27,651.00 ",2010,RAM,RAM 1500,12/12/2013 0:00,New Vehicle,Finance,"$27,651.00 ",0,62661,TRUCK
4431,"$28,274.00 ",2013,DODGE,CHARGER,11/23/2013 0:00,New Vehicle,Finance,"$28,274.00 ",0,62521,MID-SIZE SEDAN
4432,"$32,569.70 ",2013,KIA,OPTIMA,2/12/2013 0:00,New Vehicle,Cash,"$32,569.70 ",0,62088,MID-SIZE SEDAN
4433,"$30,599.00 ",2008,KIA,AMANTI,2/2/2009 0:00,New Vehicle,Finance,"$30,599.00 ",1,62703,MID-SIZE SEDAN
4434,"$9,733.00 ",2006,OTHER,FREESTYLE,4/5/2013 0:00,Used Vehicle,Finance,"$9,733.00 ",1,62670,MID-SIZE SEDAN
4435,"$34,800.00 ",2010,DODGE,RAM 1500 (5.7L),10/16/2010 0:00,Used Vehicle,Finance,"$34,800.00 ",1,62711,TRUCK
4436,"$30,173.00 ",2015,SUBARU,OUTBACK WAGON,1/30/2015 0:00,New Vehicle,Finance,"$30,173.00 ",1,62695,SUV
4437,"$43,990.00 ",2015,OTHER,F-150,11/22/2017 0:00,Used Vehicle,Finance,"$42,213.00 ",1,62661,TRUCK
4438,"$21,409.00 ",2011,SUBARU,IMPREZA SEDAN,8/31/2011 0:00,New Vehicle,Cash,"$21,409.00 ",0,62650,COMPACT SEDAN
4439,"$24,010.00 ",2014,KIA,SOUL,1/11/2014 0:00,New Vehicle,Finance,"$24,010.00 ",0,62707,COMPACT SUV
4440,"$2,800.00 ",2000,OTHER,PASSPORT,12/12/2017 0:00,Used Vehicle,Cash,"$2,800.00 ",0,62702,SUV
4441,"$38,040.00 ",2015,RAM,RAM 1500,6/19/2015 0:00,New Vehicle,Lease,"$35,899.00 ",0,62703,TRUCK
4442,"$32,000.00 ",2008,RAM,RAM 1500,10/31/2008 0:00,New Vehicle,Finance,"$32,000.00 ",0,62712,TRUCK
4443,"$36,995.00 ",2014,RAM,1500 (5.7L),10/3/2016 0:00,Used Vehicle,Finance,"$36,200.00 ",0,62520,TRUCK
4444,"$30,500.00 ",2016,SUBARU,OUTBACK WAGON,12/19/2015 0:00,New Vehicle,Finance,"$30,500.00 ",0,62675,SUV
4445,"$25,725.00 ",2011,RAM,RAM 1500,10/1/2013 0:00,New Vehicle,Finance,"$22,383.00 ",0,62704,TRUCK
4446,"$9,744.00 ",2006,OTHER,ENVOY,10/18/2013 0:00,Used Vehicle,Cash,"$9,744.00 ",0,55398,SUV
4447,"$28,775.00 ",2011,OTHER,F-150,8/31/2013 0:00,Used Vehicle,Finance,"$28,775.00 ",0,62702,TRUCK
4448,"$21,899.00 ",2010,OTHER,370Z,6/24/2015 0:00,Used Vehicle,Finance,"$21,899.00 ",0,62239,SPORTS CAR
4449,"$19,575.00 ",2013,KIA,SOUL,11/27/2013 0:00,New Vehicle,Cash,"$19,575.00 ",0,61455,COMPACT SUV
4450,"$10,590.00 ",2008,OTHER,GRAND PRIX,6/18/2013 0:00,Used Vehicle,Finance,"$10,590.00 ",1,62703,MID-SIZE SEDAN
4451,"$45,990.00 ",2015,RAM,RAM 1500,4/21/2015 0:00,New Vehicle,Finance,"$45,990.00 ",0,35124,TRUCK
4452,"$16,675.00 ",2012,KIA,RIO,12/26/2011 0:00,New Vehicle,Finance,"$16,675.00 ",0,62629,COMPACT SEDAN
4453,"$32,688.00 ",2011,OTHER,SUPER DUTY F-25,9/27/2014 0:00,Used Vehicle,Finance,"$32,688.00 ",1,62675,TRUCK
4454,"$20,468.00 ",2015,OTHER,OUTLANDER SPORT,1/10/2015 0:00,New Vehicle,Finance,"$20,468.00 ",0,62656,SUV
4455,"$12,000.00 ",2009,OTHER,SONATA,5/19/2012 0:00,Used Vehicle,Cash,"$12,000.00 ",0,62702,MID-SIZE SEDAN
4456,"$40,649.00 ",2010,RAM,RAM 1500,4/10/2010 0:00,New Vehicle,Finance,"$40,649.00 ",0,62650,TRUCK
4457,"$29,953.00 ",2014,SUBARU,OUTBACK WAGON,5/5/2014 0:00,New Vehicle,Finance,"$29,953.00 ",1,62075,SUV
4458,"$23,105.00 ",2012,DODGE,AVENGER,5/24/2012 0:00,New Vehicle,Finance,"$23,105.00 ",0,62704,MID-SIZE SEDAN
4459,"$10,872.00 ",2006,DODGE,GRAND CARAVAN,1/7/2009 0:00,Used Vehicle,Finance,"$10,872.00 ",1,62704,VAN
4460,"$19,000.00 ",2011,KIA,OPTIMA,11/16/2011 0:00,New Vehicle,Cash,"$19,000.00 ",0,62692,MID-SIZE SEDAN
4461,"$24,950.00 ",2012,KIA,SORENTO,10/29/2011 0:00,New Vehicle,Finance,"$24,950.00 ",0,62049,SUV
4462,"$13,260.00 ",2007,OTHER,MUSTANG,12/3/2012 0:00,Used Vehicle,Cash,"$13,260.00 ",0,62684,SPORTS CAR
4463,"$45,995.00 ",2014,RAM,RAM 1500,11/1/2014 0:00,New Vehicle,Finance,"$45,995.00 ",0,62420,TRUCK
4464,"$36,275.00 ",2015,SUBARU,FORESTER,8/29/2014 0:00,New Vehicle,Finance,"$36,275.00 ",0,62025,COMPACT SUV
4465,"$24,215.00 ",2012,OTHER,FRONTIER,12/3/2014 0:00,Used Vehicle,Finance,"$24,215.00 ",1,62711,TRUCK
4466,"$18,987.00 ",2013,KIA,FORTE,4/27/2013 0:00,New Vehicle,Finance,"$18,987.00 ",0,62704,COMPACT SEDAN
4467,"$34,760.00 ",2009,RAM,GRAND CARAVAN,8/4/2009 0:00,New Vehicle,Cash,"$34,760.00 ",0,62571,VAN
4468,"$14,064.00 ",2008,OTHER,4RUNNER,9/24/2014 0:00,Used Vehicle,Finance,"$14,064.00 ",1,62712,SUV
4469,"$22,000.00 ",2013,SUBARU,FORESTER,9/13/2013 0:00,New Vehicle,Cash,"$22,000.00 ",0,62644,COMPACT SUV
4470,"$12,692.00 ",2008,OTHER,CAMRY,10/15/2012 0:00,Used Vehicle,Cash,"$12,692.00 ",0,62704,MID-SIZE SEDAN
4471,"$9,984.00 ",2007,OTHER,EQUINOX,5/17/2014 0:00,Used Vehicle,Finance,"$9,984.00 ",1,62690,COMPACT SUV
4472,"$27,358.00 ",2013,OTHER,EDGE,5/1/2014 0:00,Used Vehicle,Cash,"$27,358.00 ",0,62703,SUV
4473,"$13,500.00 ",2008,OTHER,CIVIC,3/16/2012 0:00,Used Vehicle,Finance,"$13,500.00 ",0,62693,COMPACT SEDAN
4474,"$26,925.00 ",2012,DODGE,CHARGER,9/24/2012 0:00,New Vehicle,Cash,"$26,925.00 ",0,62692,MID-SIZE SEDAN
4475,"$45,449.00 ",2012,RAM,RAM 1500,4/28/2012 0:00,New Vehicle,Finance,"$45,449.00 ",1,62702,TRUCK
4476,"$33,795.00 ",2013,RAM,RAM 1500,6/10/2013 0:00,New Vehicle,Finance,"$33,795.00 ",0,62702,TRUCK
4477,"$20,341.00 ",2009,SUBARU,IMPREZA SEDAN,1/28/2010 0:00,New Vehicle,Cash,"$20,341.00 ",0,62625,COMPACT SEDAN
4478,"$30,715.00 ",2012,RAM,RAM 2500,3/22/2014 0:00,New Vehicle,Finance,"$30,715.00 ",0,62568,TRUCK
4479,"$34,350.00 ",2014,RAM,RAM 1500,3/4/2014 0:00,New Vehicle,Finance,"$34,350.00 ",0,62568,TRUCK
4480,"$22,150.00 ",2008,RAM,RAM 1500,11/22/2013 0:00,Used Vehicle,Finance,"$19,982.00 ",1,62557,TRUCK
4481,"$18,935.00 ",2010,KIA,FORTE,8/22/2009 0:00,New Vehicle,Finance,"$18,935.00 ",0,62563,COMPACT SEDAN
4482,"$34,500.00 ",2013,DODGE,CHARGER,6/22/2013 0:00,New Vehicle,Finance,"$34,500.00 ",0,62684,MID-SIZE SEDAN
4483,"$12,546.00 ",2004,OTHER,WRANGLER,7/2/2013 0:00,Used Vehicle,Finance,"$12,546.00 ",0,62075,COMPACT SUV
4484,"$21,999.00 ",2011,SUBARU,FORESTER,4/18/2011 0:00,New Vehicle,Finance,"$21,999.00 ",0,62522,COMPACT SUV
4485,"$28,750.00 ",2014,RAM,GRAND CARAVAN,3/27/2014 0:00,New Vehicle,Finance,"$28,750.00 ",0,62702,VAN
4486,"$29,749.00 ",2008,RAM,RAM 2500,1/29/2013 0:00,New Vehicle,Finance,"$29,749.00 ",0,62615,TRUCK
4487,"$32,035.00 ",2013,RAM,GRAND CARAVAN,6/6/2013 0:00,New Vehicle,Cash,"$32,035.00 ",0,62712,VAN
4488,"$27,990.00 ",2013,RAM,GRAND CARAVAN,7/25/2013 0:00,New Vehicle,Finance,"$27,990.00 ",0,62629,VAN
4489,"$11,279.00 ",2008,DODGE,CHARGER,9/12/2013 0:00,Used Vehicle,Finance,"$11,279.00 ",0,62712,MID-SIZE SEDAN
4490,"$10,293.00 ",2008,KIA,OPTIMA,2/8/2010 0:00,Used Vehicle,Finance,"$10,293.00 ",1,62703,MID-SIZE SEDAN
4491,"$31,788.00 ",2011,RAM,RAM 1500,10/31/2011 0:00,New Vehicle,Cash,"$31,788.00 ",0,62664,TRUCK
